product_id,product_name,category,supplier,cost_price,retail_price,margin_pct,stock_qty,reorder_level,needs_reorder,warehouse,last_restocked,weight_kg,length_cm,width_cm,height_cm
PRD-008270,Product-8270,Electronics,Supplier-71,112.25,256.78,56.29,1493,467,False,Warehouse-A,2026-01-09,21.35,55.0,54.0,75.0
PRD-008271,Product-8271,Clothing,Supplier-72,21.34,37.27,42.74,4352,417,False,Warehouse-B,2026-03-27,24.14,86.0,61.0,60.0
PRD-008273,Product-8273,Home,Supplier-74,109.36,292.53,62.62,1283,84,False,Warehouse-D,2025-12-24,42.94,52.0,50.0,18.0
PRD-008274,Product-8274,Sports,Supplier-75,178.86,436.39,59.01,9860,72,False,Warehouse-E,2026-01-28,28.29,77.0,44.0,90.0
PRD-008275,Product-8275,Food,Supplier-76,60.29,162.06,62.8,1836,144,False,Warehouse-A,2025-11-21,30.32,53.0,52.0,40.0
PRD-008276,Product-8276,Toys,Supplier-77,6.31,15.94,60.41,3298,54,False,Warehouse-B,2026-02-19,2.73,94.0,55.0,67.0
PRD-008277,Product-8277,Beauty,Supplier-78,199.38,456.1,56.29,904,476,False,Warehouse-C,2026-03-04,24.81,99.0,55.0,57.0
PRD-008278,Product-8278,Auto,Supplier-79,170.59,229.76,25.75,6338,117,False,Warehouse-D,2026-02-13,23.21,41.0,21.0,97.0
PRD-008279,Product-8279,Garden,Supplier-80,66.74,163.89,59.28,3152,96,False,Warehouse-E,2025-11-24,23.73,35.0,93.0,5.0
PRD-008281,Product-8281,Clothing,Supplier-82,29.06,49.61,41.42,514,316,False,Warehouse-B,2025-12-27,30.84,59.0,13.0,34.0
PRD-008282,Product-8282,Books,Supplier-83,61.15,152.06,59.79,4481,51,False,Warehouse-C,2025-12-07,27.28,42.0,34.0,98.0
PRD-008283,Product-8283,Home,Supplier-84,71.6,163.08,56.1,5292,291,False,Warehouse-D,2025-10-24,24.33,26.0,76.0,69.0
PRD-008284,Product-8284,Sports,Supplier-85,73.09,97.86,25.31,2856,411,False,Warehouse-E,2026-03-19,37.61,65.0,95.0,79.0
PRD-008285,Product-8285,Food,Supplier-86,151.48,186.47,18.76,1683,225,False,Warehouse-A,2025-10-22,34.43,48.0,83.0,43.0
PRD-008286,Product-8286,Toys,Supplier-87,151.17,451.4,66.51,9697,292,False,Warehouse-B,2026-03-21,22.45,95.0,15.0,87.0
PRD-008287,Product-8287,Beauty,Supplier-88,157.22,250.47,37.23,3146,207,False,Warehouse-C,2026-02-22,18.91,10.0,45.0,49.0
PRD-008289,Product-8289,Garden,Supplier-90,59.26,95.64,38.04,7176,198,False,Warehouse-E,2026-03-11,49.83,15.0,51.0,76.0
PRD-008290,Product-8290,Electronics,Supplier-91,155.57,208.37,25.34,9747,351,False,Warehouse-A,2025-10-26,24.28,86.0,8.0,71.0
PRD-008291,Product-8291,Clothing,Supplier-92,28.4,36.49,22.17,2799,386,False,Warehouse-B,2025-11-06,20.69,64.0,59.0,99.0
PRD-008292,Product-8292,Books,Supplier-93,72.94,172.37,57.68,1921,304,False,Warehouse-C,2025-11-18,16.58,22.0,54.0,17.0
PRD-008293,Product-8293,Home,Supplier-94,37.78,48.31,21.8,6545,225,False,Warehouse-D,2025-10-19,5.71,59.0,33.0,24.0
PRD-008294,Product-8294,Sports,Supplier-95,96.86,259.69,62.7,1926,158,False,Warehouse-E,2026-02-07,15.01,71.0,99.0,14.0
PRD-008295,Product-8295,Food,Supplier-96,26.51,41.53,36.17,6526,155,False,Warehouse-A,2025-12-25,13.9,25.0,87.0,25.0
PRD-008297,Product-8297,Beauty,Supplier-98,180.26,262.4,31.3,9652,390,False,Warehouse-C,2026-03-20,30.81,79.0,51.0,1.0
PRD-008298,Product-8298,Auto,Supplier-99,106.58,147.49,27.74,302,201,False,Warehouse-D,2026-02-09,2.28,10.0,86.0,43.0
PRD-008299,Product-8299,Garden,Supplier-100,127.13,153.24,17.04,440,189,False,Warehouse-E,2026-03-29,35.68,44.0,66.0,50.0
PRD-008300,Product-8300,Electronics,Supplier-1,34.39,97.13,64.59,6397,75,False,Warehouse-A,2026-03-16,39.24,47.0,25.0,40.0
PRD-008301,Product-8301,Clothing,Supplier-2,60.96,181.51,66.42,9231,232,False,Warehouse-B,2025-11-20,15.03,54.0,62.0,35.0
PRD-008302,Product-8302,Books,Supplier-3,50.95,117.37,56.59,8501,283,False,Warehouse-C,2025-12-30,38.55,59.0,96.0,78.0
PRD-008303,Product-8303,Home,Supplier-4,101.53,160.52,36.75,7656,34,False,Warehouse-D,2026-03-21,29.69,20.0,52.0,26.0
PRD-008305,Product-8305,Food,Supplier-6,146.33,192.9,24.14,3850,316,False,Warehouse-A,2025-12-31,13.77,1.0,77.0,88.0
PRD-008306,Product-8306,Toys,Supplier-7,199.55,368.23,45.81,7616,333,False,Warehouse-B,2025-10-06,16.32,16.0,61.0,52.0
PRD-008307,Product-8307,Beauty,Supplier-8,22.31,37.39,40.33,9842,453,False,Warehouse-C,2025-11-14,47.73,57.0,52.0,39.0
PRD-008308,Product-8308,Auto,Supplier-9,156.25,274.91,43.16,9409,362,False,Warehouse-D,2026-03-23,6.85,87.0,75.0,91.0
PRD-008309,Product-8309,Garden,Supplier-10,135.21,371.92,63.65,144,338,True,Warehouse-E,2025-12-22,38.13,7.0,86.0,17.0
PRD-008310,Product-8310,Electronics,Supplier-11,123.86,249.67,50.39,7746,223,False,Warehouse-A,2025-12-06,32.79,35.0,44.0,31.0
PRD-008311,Product-8311,Clothing,Supplier-12,109.36,241.17,54.65,5761,29,False,Warehouse-B,2025-10-23,17.68,47.0,12.0,61.0
PRD-008313,Product-8313,Home,Supplier-14,199.81,457.92,56.37,2032,471,False,Warehouse-D,2026-03-05,10.79,20.0,5.0,51.0
PRD-008314,Product-8314,Sports,Supplier-15,159.68,456.84,65.05,6952,128,False,Warehouse-E,2026-03-18,38.96,33.0,76.0,98.0
PRD-008315,Product-8315,Food,Supplier-16,160.39,477.45,66.41,8230,297,False,Warehouse-A,2025-12-20,41.53,39.0,91.0,63.0
PRD-008316,Product-8316,Toys,Supplier-17,154.66,254.33,39.19,4061,66,False,Warehouse-B,2026-02-27,40.31,38.0,80.0,42.0
PRD-008317,Product-8317,Beauty,Supplier-18,70.42,112.83,37.59,7655,360,False,Warehouse-C,2025-10-30,42.66,16.0,18.0,31.0
PRD-008318,Product-8318,Auto,Supplier-19,33.4,97.97,65.91,9505,356,False,Warehouse-D,2026-03-30,11.2,55.0,12.0,97.0
PRD-008319,Product-8319,Garden,Supplier-20,76.57,131.57,41.8,8605,214,False,Warehouse-E,2026-01-04,33.78,6.0,69.0,71.0
PRD-008321,Product-8321,Clothing,Supplier-22,39.71,104.43,61.97,9221,327,False,Warehouse-B,2026-02-05,41.86,67.0,51.0,98.0
PRD-008322,Product-8322,Books,Supplier-23,135.83,375.8,63.86,9424,440,False,Warehouse-C,2025-12-31,25.69,21.0,69.0,90.0
PRD-008323,Product-8323,Home,Supplier-24,10.09,30.18,66.57,9063,422,False,Warehouse-D,2025-11-09,11.87,82.0,59.0,72.0
PRD-008324,Product-8324,Sports,Supplier-25,109.74,265.34,58.64,47,217,True,Warehouse-E,2025-12-10,3.62,36.0,52.0,71.0
PRD-008325,Product-8325,Food,Supplier-26,44.03,102.15,56.9,2565,68,False,Warehouse-A,2025-10-21,21.78,29.0,100.0,37.0
PRD-008326,Product-8326,Toys,Supplier-27,11.51,14.01,17.84,9817,401,False,Warehouse-B,2025-10-30,31.31,80.0,11.0,95.0
PRD-008327,Product-8327,Beauty,Supplier-28,175.05,280.05,37.49,6539,441,False,Warehouse-C,2025-10-23,20.98,74.0,46.0,7.0
PRD-008329,Product-8329,Garden,Supplier-30,199.45,499.22,60.05,4265,149,False,Warehouse-E,2025-10-12,44.71,58.0,70.0,38.0
PRD-008330,Product-8330,Electronics,Supplier-31,114.78,285.78,59.84,5796,445,False,Warehouse-A,2025-11-11,39.89,78.0,86.0,26.0
PRD-008331,Product-8331,Clothing,Supplier-32,48.26,104.49,53.81,6098,312,False,Warehouse-B,2026-01-03,48.96,32.0,33.0,22.0
PRD-008332,Product-8332,Books,Supplier-33,73.53,126.91,42.06,1488,44,False,Warehouse-C,2026-04-01,49.51,96.0,93.0,64.0
PRD-008333,Product-8333,Home,Supplier-34,61.82,150.05,58.8,7963,301,False,Warehouse-D,2025-12-05,31.59,32.0,42.0,2.0
PRD-008334,Product-8334,Sports,Supplier-35,57.37,116.34,50.69,1037,173,False,Warehouse-E,2025-11-25,35.57,45.0,94.0,98.0
PRD-008335,Product-8335,Food,Supplier-36,161.75,314.53,48.57,6813,93,False,Warehouse-A,2026-02-02,33.66,54.0,21.0,74.0
PRD-008337,Product-8337,Beauty,Supplier-38,145.24,391.71,62.92,7054,315,False,Warehouse-C,2025-10-08,0.13,14.0,22.0,78.0
PRD-008338,Product-8338,Auto,Supplier-39,148.11,349.38,57.61,7850,440,False,Warehouse-D,2026-03-10,18.08,78.0,59.0,47.0
PRD-008339,Product-8339,Garden,Supplier-40,40.89,113.04,63.83,8380,477,False,Warehouse-E,2026-02-19,42.07,96.0,76.0,21.0
PRD-008340,Product-8340,Electronics,Supplier-41,196.02,353.11,44.49,9564,93,False,Warehouse-A,2025-12-13,46.16,27.0,67.0,5.0
PRD-008341,Product-8341,Clothing,Supplier-42,89.15,135.31,34.11,2043,158,False,Warehouse-B,2025-10-16,37.16,12.0,95.0,94.0
PRD-008342,Product-8342,Books,Supplier-43,65.74,167.66,60.79,4347,58,False,Warehouse-C,2025-12-06,40.99,97.0,63.0,88.0
PRD-008343,Product-8343,Home,Supplier-44,185.18,452.15,59.04,3023,442,False,Warehouse-D,2026-02-07,4.77,26.0,88.0,27.0
PRD-008345,Product-8345,Food,Supplier-46,74.29,158.83,53.23,6695,63,False,Warehouse-A,2026-01-18,22.15,62.0,61.0,56.0
PRD-008346,Product-8346,Toys,Supplier-47,95.83,189.43,49.41,6029,149,False,Warehouse-B,2025-12-26,18.27,98.0,80.0,56.0
PRD-008347,Product-8347,Beauty,Supplier-48,110.79,210.64,47.4,9004,141,False,Warehouse-C,2026-01-08,1.77,24.0,20.0,90.0
PRD-008348,Product-8348,Auto,Supplier-49,87.92,178.52,50.75,9656,203,False,Warehouse-D,2025-11-08,11.87,43.0,22.0,74.0
PRD-008349,Product-8349,Garden,Supplier-50,119.5,242.19,50.66,6736,194,False,Warehouse-E,2025-11-03,2.66,90.0,16.0,17.0
PRD-008350,Product-8350,Electronics,Supplier-51,24.03,58.72,59.08,7953,418,False,Warehouse-A,2026-01-29,49.67,83.0,21.0,69.0
PRD-008351,Product-8351,Clothing,Supplier-52,78.55,155.86,49.6,5156,231,False,Warehouse-B,2025-12-08,12.99,83.0,59.0,64.0
PRD-008353,Product-8353,Home,Supplier-54,56.25,157.86,64.37,820,322,False,Warehouse-D,2025-11-23,1.99,89.0,33.0,30.0
PRD-008354,Product-8354,Sports,Supplier-55,143.09,411.18,65.2,4433,258,False,Warehouse-E,2025-11-22,16.61,99.0,66.0,58.0
PRD-008355,Product-8355,Food,Supplier-56,24.29,37.1,34.53,3119,142,False,Warehouse-A,2026-01-14,9.02,66.0,86.0,20.0
PRD-008356,Product-8356,Toys,Supplier-57,24.67,31.96,22.81,6457,92,False,Warehouse-B,2026-01-05,29.79,71.0,17.0,8.0
PRD-008357,Product-8357,Beauty,Supplier-58,174.36,367.05,52.5,8049,34,False,Warehouse-C,2025-12-03,11.45,37.0,4.0,35.0
PRD-008358,Product-8358,Auto,Supplier-59,199.93,287.08,30.36,6837,298,False,Warehouse-D,2026-03-01,39,75.0,2.0,31.0
PRD-008359,Product-8359,Garden,Supplier-60,197.29,449.76,56.13,6452,121,False,Warehouse-E,2026-01-08,48.15,88.0,35.0,95.0
PRD-008361,Product-8361,Clothing,Supplier-62,100.44,282.73,64.47,1126,218,False,Warehouse-B,2026-01-11,17.77,52.0,11.0,28.0
PRD-008362,Product-8362,Books,Supplier-63,164.25,474.38,65.38,6696,23,False,Warehouse-C,2025-12-22,0.82,19.0,63.0,11.0
PRD-008363,Product-8363,Home,Supplier-64,10.17,18.29,44.4,961,479,False,Warehouse-D,2026-03-17,20.86,80.0,96.0,11.0
PRD-008364,Product-8364,Sports,Supplier-65,177.8,226.7,21.57,9703,171,False,Warehouse-E,2025-11-18,41.69,35.0,92.0,47.0
PRD-008365,Product-8365,Food,Supplier-66,183.93,303.89,39.47,2190,82,False,Warehouse-A,2025-11-18,31.39,94.0,30.0,24.0
PRD-008366,Product-8366,Toys,Supplier-67,30.09,74.49,59.61,7091,448,False,Warehouse-B,2025-10-25,38.74,21.0,77.0,31.0
PRD-008367,Product-8367,Beauty,Supplier-68,132.33,199.14,33.55,1816,174,False,Warehouse-C,2025-12-20,30.92,95.0,59.0,56.0
PRD-008369,Product-8369,Garden,Supplier-70,193.0,389.89,50.5,7635,188,False,Warehouse-E,2026-02-10,19.41,19.0,34.0,2.0
PRD-008370,Product-8370,Electronics,Supplier-71,22.08,26.71,17.33,4603,193,False,Warehouse-A,2025-12-27,29.07,43.0,99.0,25.0
PRD-008371,Product-8371,Clothing,Supplier-72,168.97,454.95,62.86,3432,301,False,Warehouse-B,2026-01-12,27.42,11.0,31.0,68.0
PRD-008372,Product-8372,Books,Supplier-73,189.25,340.48,44.42,4698,46,False,Warehouse-C,2025-10-29,37.69,8.0,59.0,93.0
PRD-008373,Product-8373,Home,Supplier-74,94.4,271.57,65.24,4435,353,False,Warehouse-D,2025-11-20,31.71,88.0,52.0,6.0
PRD-008374,Product-8374,Sports,Supplier-75,146.99,366.19,59.86,1881,233,False,Warehouse-E,2025-12-15,26.31,78.0,30.0,43.0
PRD-008375,Product-8375,Food,Supplier-76,15.95,33.05,51.74,5355,304,False,Warehouse-A,2026-03-28,20.42,12.0,66.0,88.0
PRD-008377,Product-8377,Beauty,Supplier-78,103.72,136.26,23.88,9401,431,False,Warehouse-C,2025-10-15,36.87,37.0,84.0,32.0
PRD-008378,Product-8378,Auto,Supplier-79,153.56,447.09,65.65,6459,494,False,Warehouse-D,2026-02-22,31.13,36.0,13.0,62.0
PRD-008379,Product-8379,Garden,Supplier-80,197.53,396.3,50.16,548,105,False,Warehouse-E,2025-11-24,46.88,19.0,97.0,21.0
PRD-008380,Product-8380,Electronics,Supplier-81,43.23,127.07,65.98,7460,229,False,Warehouse-A,2026-02-11,14.51,60.0,55.0,82.0
PRD-008381,Product-8381,Clothing,Supplier-82,85.67,241.64,64.55,5892,163,False,Warehouse-B,2026-01-18,8.98,30.0,2.0,62.0
PRD-008382,Product-8382,Books,Supplier-83,10.15,14.29,28.97,4962,43,False,Warehouse-C,2026-03-18,27.79,28.0,40.0,83.0
PRD-008383,Product-8383,Home,Supplier-84,61.47,123.17,50.09,9232,312,False,Warehouse-D,2025-12-01,37.47,79.0,31.0,76.0
PRD-008385,Product-8385,Food,Supplier-86,172.89,282.11,38.72,6756,156,False,Warehouse-A,2025-11-13,28.82,11.0,29.0,4.0
PRD-008386,Product-8386,Toys,Supplier-87,156.73,359.66,56.42,7147,294,False,Warehouse-B,2025-10-14,22.68,14.0,25.0,5.0
PRD-008387,Product-8387,Beauty,Supplier-88,62.29,91.34,31.8,2614,468,False,Warehouse-C,2025-12-28,3.8,54.0,80.0,68.0
PRD-008388,Product-8388,Auto,Supplier-89,10.32,20.6,49.9,1367,470,False,Warehouse-D,2025-10-22,22.65,17.0,3.0,89.0
PRD-008389,Product-8389,Garden,Supplier-90,66.79,113.29,41.05,9796,287,False,Warehouse-E,2025-10-15,49.83,86.0,2.0,46.0
PRD-008390,Product-8390,Electronics,Supplier-91,42.16,62.78,32.84,3507,218,False,Warehouse-A,2025-12-26,24.25,53.0,51.0,13.0
PRD-008391,Product-8391,Clothing,Supplier-92,120.32,169.13,28.86,1045,15,False,Warehouse-B,2025-12-18,49.4,96.0,19.0,69.0
PRD-008393,Product-8393,Home,Supplier-94,44.74,98.23,54.45,990,376,False,Warehouse-D,2026-02-04,24.57,95.0,100.0,54.0
PRD-008394,Product-8394,Sports,Supplier-95,44.45,72.82,38.96,6388,336,False,Warehouse-E,2025-11-10,45.32,82.0,98.0,62.0
PRD-008395,Product-8395,Food,Supplier-96,15.72,35.39,55.58,4212,13,False,Warehouse-A,2026-03-16,21.84,99.0,41.0,54.0
PRD-008396,Product-8396,Toys,Supplier-97,167.12,346.9,51.82,6358,315,False,Warehouse-B,2025-10-28,8.73,87.0,52.0,36.0
PRD-008397,Product-8397,Beauty,Supplier-98,35.47,54.42,34.82,6925,173,False,Warehouse-C,2025-12-02,6.52,18.0,55.0,63.0
PRD-008398,Product-8398,Auto,Supplier-99,163.21,464.99,64.9,9695,40,False,Warehouse-D,2025-10-09,4.61,85.0,57.0,54.0
PRD-008399,Product-8399,Garden,Supplier-100,130.69,230.85,43.39,6565,384,False,Warehouse-E,2025-10-26,5.89,66.0,2.0,4.0
PRD-008401,Product-8401,Clothing,Supplier-2,181.23,249.18,27.27,4101,227,False,Warehouse-B,2026-03-29,14.21,59.0,17.0,58.0
PRD-008402,Product-8402,Books,Supplier-3,66.22,116.55,43.18,323,407,True,Warehouse-C,2025-11-25,0.89,65.0,98.0,23.0
PRD-008403,Product-8403,Home,Supplier-4,130.8,213.56,38.75,1252,276,False,Warehouse-D,2026-02-07,22.8,82.0,20.0,1.0
PRD-008404,Product-8404,Sports,Supplier-5,37.23,79.7,53.29,5933,73,False,Warehouse-E,2026-03-04,2.46,60.0,13.0,37.0
PRD-008405,Product-8405,Food,Supplier-6,115.7,339.23,65.89,1545,215,False,Warehouse-A,2026-02-12,19.68,72.0,64.0,57.0
PRD-008406,Product-8406,Toys,Supplier-7,43.04,86.97,50.51,6066,366,False,Warehouse-B,2026-01-10,12.81,44.0,66.0,42.0
PRD-008407,Product-8407,Beauty,Supplier-8,133.53,193.11,30.85,1655,247,False,Warehouse-C,2026-01-14,15.04,59.0,61.0,65.0
PRD-008409,Product-8409,Garden,Supplier-10,111.24,225.11,50.58,8629,434,False,Warehouse-E,2026-03-16,37.69,96.0,73.0,89.0
PRD-008410,Product-8410,Electronics,Supplier-11,153.32,296.7,48.32,5946,338,False,Warehouse-A,2025-10-15,7.17,70.0,4.0,94.0
PRD-008411,Product-8411,Clothing,Supplier-12,135.04,315.75,57.23,7544,451,False,Warehouse-B,2025-11-29,20.25,53.0,66.0,66.0
PRD-008412,Product-8412,Books,Supplier-13,183.64,262.92,30.15,7729,247,False,Warehouse-C,2025-11-25,42.52,55.0,33.0,78.0
PRD-008413,Product-8413,Home,Supplier-14,187.4,485.45,61.4,6103,76,False,Warehouse-D,2026-02-27,1.76,24.0,1.0,84.0
PRD-008414,Product-8414,Sports,Supplier-15,34.51,85.6,59.68,1252,161,False,Warehouse-E,2026-03-19,26.59,56.0,86.0,51.0
PRD-008415,Product-8415,Food,Supplier-16,123.47,178.3,30.75,5984,157,False,Warehouse-A,2026-01-30,42.76,16.0,97.0,68.0
PRD-008417,Product-8417,Beauty,Supplier-18,7.66,20.13,61.95,301,437,True,Warehouse-C,2026-01-25,26.11,73.0,35.0,87.0
PRD-008418,Product-8418,Auto,Supplier-19,137.55,290.7,52.68,7278,475,False,Warehouse-D,2026-03-28,3.16,13.0,1.0,88.0
PRD-008419,Product-8419,Garden,Supplier-20,74.53,188.05,60.37,9080,15,False,Warehouse-E,2026-01-26,47.98,35.0,12.0,96.0
PRD-008420,Product-8420,Electronics,Supplier-21,64.58,108.6,40.53,3545,223,False,Warehouse-A,2026-03-13,47.1,8.0,52.0,14.0
PRD-008421,Product-8421,Clothing,Supplier-22,23.18,47.28,50.97,810,35,False,Warehouse-B,2026-02-03,39.15,55.0,52.0,42.0
PRD-008422,Product-8422,Books,Supplier-23,77.08,156.35,50.7,5703,246,False,Warehouse-C,2025-11-01,3.52,71.0,50.0,49.0
PRD-008423,Product-8423,Home,Supplier-24,171.02,353.96,51.68,9223,484,False,Warehouse-D,2025-12-03,30.86,55.0,51.0,57.0
PRD-008425,Product-8425,Food,Supplier-26,197.89,263.28,24.84,6908,462,False,Warehouse-A,2026-02-05,3.94,7.0,40.0,26.0
PRD-008426,Product-8426,Toys,Supplier-27,15.34,24.52,37.44,7590,32,False,Warehouse-B,2025-11-11,34.02,45.0,6.0,61.0
PRD-008427,Product-8427,Beauty,Supplier-28,144.32,390.82,63.07,3966,254,False,Warehouse-C,2025-11-13,7.99,4.0,61.0,69.0
PRD-008428,Product-8428,Auto,Supplier-29,90.48,259.69,65.16,6794,58,False,Warehouse-D,2025-12-09,41.78,41.0,57.0,62.0
PRD-008429,Product-8429,Garden,Supplier-30,40.22,66.99,39.96,1328,69,False,Warehouse-E,2026-02-03,7.38,5.0,61.0,56.0
PRD-008430,Product-8430,Electronics,Supplier-31,172.4,325.43,47.02,5086,356,False,Warehouse-A,2026-02-24,17.16,46.0,67.0,86.0
PRD-008431,Product-8431,Clothing,Supplier-32,161.06,348.29,53.76,4346,233,False,Warehouse-B,2026-03-18,25.93,52.0,82.0,36.0
PRD-008433,Product-8433,Home,Supplier-34,31.16,79.41,60.76,5969,355,False,Warehouse-D,2025-11-14,33.01,48.0,29.0,76.0
PRD-008434,Product-8434,Sports,Supplier-35,155.18,258.7,40.02,5178,406,False,Warehouse-E,2026-01-29,11.13,5.0,67.0,82.0
PRD-008435,Product-8435,Food,Supplier-36,91.43,159.73,42.76,5829,57,False,Warehouse-A,2025-10-05,14.27,59.0,11.0,19.0
PRD-008436,Product-8436,Toys,Supplier-37,129.18,170.17,24.09,1257,271,False,Warehouse-B,2025-12-02,42.14,86.0,83.0,98.0
PRD-008437,Product-8437,Beauty,Supplier-38,6.33,11.19,43.43,9730,430,False,Warehouse-C,2025-10-19,44.82,36.0,16.0,86.0
PRD-008438,Product-8438,Auto,Supplier-39,85.68,125.6,31.78,7895,143,False,Warehouse-D,2025-11-18,24.02,41.0,48.0,12.0
PRD-008439,Product-8439,Garden,Supplier-40,147.33,419.08,64.84,374,76,False,Warehouse-E,2025-11-29,10.8,77.0,81.0,28.0
PRD-008441,Product-8441,Clothing,Supplier-42,79.1,187.32,57.77,9793,355,False,Warehouse-B,2026-02-12,22.17,65.0,15.0,95.0
PRD-008442,Product-8442,Books,Supplier-43,130.92,186.51,29.81,3615,133,False,Warehouse-C,2025-10-31,43.58,82.0,70.0,93.0
PRD-008443,Product-8443,Home,Supplier-44,169.13,204.14,17.15,4178,316,False,Warehouse-D,2026-02-03,36.8,64.0,77.0,72.0
PRD-008444,Product-8444,Sports,Supplier-45,2.59,5.25,50.67,6555,175,False,Warehouse-E,2026-01-21,8.71,48.0,9.0,75.0
PRD-008445,Product-8445,Food,Supplier-46,138.03,173.81,20.59,2775,255,False,Warehouse-A,2025-10-28,5.52,69.0,99.0,39.0
PRD-008446,Product-8446,Toys,Supplier-47,157.53,284.07,44.55,1670,126,False,Warehouse-B,2026-03-05,37.9,73.0,25.0,28.0
PRD-008447,Product-8447,Beauty,Supplier-48,119.6,219.1,45.41,303,374,True,Warehouse-C,2025-10-31,14.47,94.0,13.0,60.0
PRD-008449,Product-8449,Garden,Supplier-50,14.83,34.89,57.49,7276,22,False,Warehouse-E,2026-02-09,45.71,23.0,53.0,56.0
PRD-008450,Product-8450,Electronics,Supplier-51,179.22,369.68,51.52,2340,302,False,Warehouse-A,2026-02-22,39.98,42.0,65.0,2.0
PRD-008451,Product-8451,Clothing,Supplier-52,9.63,17.25,44.17,6,193,True,Warehouse-B,2025-10-10,36.34,98.0,54.0,52.0
PRD-008452,Product-8452,Books,Supplier-53,126.64,372.64,66.02,8797,34,False,Warehouse-C,2026-03-08,43.17,57.0,68.0,58.0
PRD-008453,Product-8453,Home,Supplier-54,123.57,237.65,48.0,8330,322,False,Warehouse-D,2025-11-16,46.75,83.0,10.0,90.0
PRD-008454,Product-8454,Sports,Supplier-55,40.32,71.66,43.73,269,404,True,Warehouse-E,2026-03-10,46.92,86.0,10.0,83.0
PRD-008455,Product-8455,Food,Supplier-56,7.61,22.72,66.51,2268,58,False,Warehouse-A,2025-11-25,44.79,29.0,16.0,14.0
PRD-008457,Product-8457,Beauty,Supplier-58,134.85,368.33,63.39,3382,195,False,Warehouse-C,2026-03-28,4.13,83.0,80.0,95.0
PRD-008458,Product-8458,Auto,Supplier-59,160.27,234.66,31.7,394,281,False,Warehouse-D,2025-12-04,3.57,58.0,83.0,28.0
PRD-008459,Product-8459,Garden,Supplier-60,10.65,19.19,44.5,7744,286,False,Warehouse-E,2025-11-02,0.45,10.0,28.0,20.0
PRD-008460,Product-8460,Electronics,Supplier-61,113.02,264.12,57.21,4030,440,False,Warehouse-A,2026-02-05,22.2,93.0,30.0,49.0
PRD-008461,Product-8461,Clothing,Supplier-62,91.49,211.51,56.74,9129,378,False,Warehouse-B,2026-03-14,31.17,38.0,45.0,87.0
PRD-008462,Product-8462,Books,Supplier-63,12.98,36.88,64.8,8209,258,False,Warehouse-C,2026-03-13,33.06,38.0,80.0,25.0
PRD-008463,Product-8463,Home,Supplier-64,194.02,292.22,33.6,8367,173,False,Warehouse-D,2026-02-05,29.54,6.0,78.0,91.0
PRD-008465,Product-8465,Food,Supplier-66,100.23,247.86,59.56,3241,120,False,Warehouse-A,2025-12-12,18.96,24.0,32.0,45.0
PRD-008466,Product-8466,Toys,Supplier-67,70.56,190.87,63.03,7205,226,False,Warehouse-B,2026-01-19,44.61,74.0,36.0,19.0
PRD-008467,Product-8467,Beauty,Supplier-68,71.86,139.59,48.52,4839,186,False,Warehouse-C,2025-11-24,2.8,82.0,59.0,100.0
PRD-008468,Product-8468,Auto,Supplier-69,14.96,32.58,54.08,4175,195,False,Warehouse-D,2025-12-01,11.69,89.0,46.0,59.0
PRD-008469,Product-8469,Garden,Supplier-70,19.97,31.83,37.26,5160,450,False,Warehouse-E,2026-01-19,39.41,81.0,49.0,44.0
PRD-008470,Product-8470,Electronics,Supplier-71,70.43,142.04,50.42,6818,388,False,Warehouse-A,2026-01-12,24.92,93.0,52.0,25.0
PRD-008471,Product-8471,Clothing,Supplier-72,174.6,426.03,59.02,8557,302,False,Warehouse-B,2025-10-17,7.48,37.0,64.0,84.0
PRD-008473,Product-8473,Home,Supplier-74,133.35,201.59,33.85,7710,210,False,Warehouse-D,2025-11-27,20.32,2.0,46.0,42.0
PRD-008474,Product-8474,Sports,Supplier-75,126.33,343.06,63.18,4628,51,False,Warehouse-E,2026-01-06,34.16,7.0,34.0,46.0
PRD-008475,Product-8475,Food,Supplier-76,82.0,100.57,18.46,1964,232,False,Warehouse-A,2025-11-16,1.91,28.0,8.0,78.0
PRD-008476,Product-8476,Toys,Supplier-77,157.26,278.02,43.44,9244,405,False,Warehouse-B,2025-10-25,4.44,50.0,93.0,97.0
PRD-008477,Product-8477,Beauty,Supplier-78,168.84,312.27,45.93,7231,157,False,Warehouse-C,2025-11-05,23,7.0,22.0,56.0
PRD-008478,Product-8478,Auto,Supplier-79,19.34,34.1,43.28,6642,307,False,Warehouse-D,2025-11-11,27.49,91.0,82.0,56.0
PRD-008479,Product-8479,Garden,Supplier-80,6.04,17.32,65.13,4701,435,False,Warehouse-E,2026-01-16,30.9,93.0,26.0,98.0
PRD-008481,Product-8481,Clothing,Supplier-82,79.11,124.16,36.28,3878,139,False,Warehouse-B,2026-03-28,26.91,21.0,28.0,7.0
PRD-008482,Product-8482,Books,Supplier-83,43.11,54.35,20.68,8651,293,False,Warehouse-C,2026-03-16,25.19,94.0,88.0,37.0
PRD-008483,Product-8483,Home,Supplier-84,146.76,198.83,26.19,8896,271,False,Warehouse-D,2026-02-08,6.22,91.0,51.0,47.0
PRD-008484,Product-8484,Sports,Supplier-85,77.38,197.26,60.77,3393,336,False,Warehouse-E,2026-02-14,5.11,4.0,36.0,69.0
